query_accession	evalue
GRMZM2G110622	PF05721
GRMZM2G413135	PF13449
GRMZM2G091228	PF05023
AC210598.3_FGP003	PF05023
GRMZM2G438178	PF05023
GRMZM2G038170	PF05023
AC177897.2_FGP020	PF05023
GRMZM2G091228	PF09328
GRMZM2G038170	PF09328
AC210598.3_FGP003	PF09328
GRMZM2G438178	PF09328
GRMZM2G093344	PF09328
GRMZM5G835264	PF07124
GRMZM2G557158	PF07236
GRMZM2G050325	PF02567
GRMZM2G085183	PF02567
GRMZM2G123932	PF02567
GRMZM2G156608	PF15413
GRMZM2G147332	PF15413
GRMZM2G157172	PF15413
GRMZM2G402653	PF15413
GRMZM5G875564	PF15413
AC208341.4_FGP005	PF15413
GRMZM2G409265	PF15413
GRMZM2G128918	PF15413
GRMZM2G157462	PF15413
GRMZM2G172924	PF15413
GRMZM5G811223	PF15413
GRMZM5G872204	PF15413
GRMZM2G059225	PF15413
GRMZM2G115975	PF15413
GRMZM2G036872	PF15413
GRMZM2G042084	PF15413
GRMZM2G085409	PF15413
GRMZM2G340359	PF15413
GRMZM2G456023	PF15413
GRMZM5G843765	PF15413
GRMZM2G403609	PF15413
GRMZM2G422986	PF16457
GRMZM2G075906	PF16457
GRMZM2G124371	PF16457
GRMZM2G174949	PF16457
GRMZM2G319130	PF16457
GRMZM2G098319	PF16457
GRMZM2G424651	PF16652
GRMZM5G875564	PF16652
GRMZM2G093670	PF16652
GRMZM2G422986	PF18012
GRMZM2G075906	PF18012
GRMZM2G124371	PF18012
GRMZM2G174949	PF18012
GRMZM5G815449	PF08458
GRMZM2G081977	PF08458
GRMZM2G027052	PF08458
GRMZM2G004516	PF08458
GRMZM2G154565	PF08458
GRMZM2G456491	PF08458
AC233888.1_FGP001	PF08458
GRMZM2G078178	PF08458
GRMZM2G703002	PF08458
GRMZM2G349185	PF08458
GRMZM2G428233	PF08458
AC208341.4_FGP005	PF08458
GRMZM2G128918	PF08458
GRMZM2G097821	PF14593
AC208341.4_FGP005	PF14593
GRMZM2G128918	PF14593
GRMZM5G872204	PF14593
GRMZM2G059225	PF14593
GRMZM5G808238	PF14593
GRMZM2G409265	PF14593
GRMZM2G172924	PF15409
GRMZM5G811223	PF15409
GRMZM5G872204	PF15409
GRMZM2G157462	PF15409
GRMZM2G156608	PF15409
GRMZM2G059225	PF15409
GRMZM2G029859	PF15409
GRMZM2G147332	PF15409
AC208341.4_FGP005	PF15409
GRMZM2G157172	PF15409
GRMZM2G456023	PF15409
GRMZM2G128918	PF15409
GRMZM2G036872	PF15409
GRMZM2G093670	PF15409
GRMZM2G066485	PF15409
GRMZM2G340359	PF15409
GRMZM2G403609	PF15409
GRMZM2G137713	PF15409
GRMZM2G402653	PF15409
GRMZM2G085409	PF15409
GRMZM2G080507	PF15409
GRMZM2G042084	PF15409
GRMZM2G008058	PF15409
GRMZM2G115975	PF15409
GRMZM2G485898	PF15409
GRMZM2G119345	PF15409
GRMZM2G128918	PF15410
AC208341.4_FGP005	PF15410
GRMZM2G081977	PF15410
GRMZM5G815449	PF15410
GRMZM2G162670	PF15410
GRMZM2G044143	PF14844
GRMZM2G401869	PF14844
GRMZM2G362726	PF14844
GRMZM2G056645	PF14844
GRMZM2G112072	PF14844
GRMZM2G351636	PF14844
GRMZM2G064905	PF14844
GRMZM2G156320	PF12068
GRMZM5G870572	PF08567
GRMZM2G012209	PF08567
AC194264.3_FGP006	PF08567
AC194710.3_FGP003	PF08567
GRMZM2G060620	PF08567
GRMZM2G128160	PF08567
GRMZM2G157760	PF00388
GRMZM2G129238	PF00388
GRMZM2G114354	PF00388
GRMZM2G137435	PF00388
GRMZM5G889467	PF00388
GRMZM2G401664	PF00388
GRMZM2G433847	PF00388
GRMZM2G163709	PF00388
GRMZM2G108624	PF00388
GRMZM2G137435	PF00387
GRMZM5G889467	PF00387
GRMZM2G129238	PF00387
GRMZM2G157760	PF00387
GRMZM2G114354	PF00387
GRMZM5G841855	PF00387
GRMZM2G118870	PF00387
GRMZM2G173910	PF08577
GRMZM2G173910	PF11566
GRMZM2G039162	PF11566
GRMZM2G103721	PF00613
GRMZM2G114162	PF00613
AC198028.3_FGP001	PF00613
GRMZM2G176698	PF00613
GRMZM2G449160	PF10486
GRMZM2G069365	PF10486
GRMZM2G465333	PF10486
GRMZM2G381838	PF10486
GRMZM2G417229	PF10486
GRMZM2G000923	PF10486
GRMZM6G435471	PF10486
GRMZM2G103721	PF00792
GRMZM2G024527	PF02192
GRMZM2G005170	PF16454
GRMZM2G058451	PF16454
GRMZM2G053273	PF16454
GRMZM2G069630	PF16454
GRMZM2G346449	PF16454
GRMZM2G160621	PF16454
GRMZM2G017586	PF16454
GRMZM2G093744	PF16454
GRMZM2G055538	PF16454
AC208077.3_FGP004	PF16454
GRMZM2G171365	PF16454
GRMZM2G049342	PF00454
AC205012.3_FGP002	PF00454
GRMZM2G033135	PF00454
GRMZM2G128938	PF00454
GRMZM2G103721	PF00454
GRMZM2G137558	PF00454
GRMZM2G408359	PF00454
GRMZM2G179523	PF00454
AC234199.1_FGP003	PF00454
GRMZM2G136121	PF00454
GRMZM2G443690	PF00454
GRMZM2G176698	PF00454
GRMZM2G114162	PF00454
AC198481.3_FGP004	PF00454
GRMZM2G305830	PF00454
AC225205.3_FGP003	PF00454
GRMZM6G829104	PF00454
GRMZM2G005033	PF00454
GRMZM2G324727	PF00454
GRMZM2G005938	PF00454
GRMZM2G313649	PF00454
GRMZM2G390498	PF00454
GRMZM2G065420	PF06363
GRMZM2G359185	PF02226
GRMZM2G006853	PF00947
GRMZM2G136372	PF00947
GRMZM2G010048	PF00947
GRMZM2G058394	PF00947
GRMZM2G402631	PF00947
GRMZM2G374971	PF00947
GRMZM2G162699	PF00947
GRMZM2G039639	PF00947
GRMZM2G092474	PF00947
GRMZM2G377143	PF00947
GRMZM2G055809	PF15917
GRMZM2G058402	PF15917
GRMZM2G083850	PF15917
AC211269.3_FGP002	PF15917
GRMZM2G571421	PF15917
GRMZM2G703915	PF15917
GRMZM2G505496	PF15917
GRMZM2G580309	PF15917
GRMZM2G119890	PF15917
GRMZM2G072999	PF15917
GRMZM2G450367	PF15917
GRMZM2G175195	PF15917
GRMZM2G489242	PF12166
GRMZM2G327037	PF05970
GRMZM2G042131	PF05970
GRMZM2G454702	PF05970
GRMZM2G173929	PF05970
GRMZM2G524852	PF05970
GRMZM2G082811	PF05970
GRMZM2G037954	PF05970
GRMZM2G066565	PF05970
GRMZM2G128434	PF05970
GRMZM2G146486	PF05970
GRMZM2G024576	PF05970
GRMZM2G007659	PF05970
GRMZM2G076730	PF05970
GRMZM2G139360	PF05970
AC194970.5_FGP009	PF05970
GRMZM2G058087	PF05970
GRMZM5G844225	PF05970
GRMZM2G172338	PF05970
GRMZM2G103186	PF05970
GRMZM2G379770	PF05970
GRMZM2G178298	PF05970
GRMZM2G138230	PF05970
GRMZM2G322506	PF05970
GRMZM2G453111	PF05970
GRMZM2G303007	PF05970
GRMZM2G113652	PF05970
GRMZM5G817395	PF05970
GRMZM2G424553	PF05970
GRMZM2G121208	PF04631
GRMZM2G307981	PF05006
GRMZM2G389299	PF06699
GRMZM2G147589	PF06699
GRMZM2G125262	PF06699
GRMZM5G809361	PF10181
GRMZM2G047815	PF10181
GRMZM2G084938	PF02585
GRMZM2G142743	PF02585
GRMZM2G090105	PF08510
GRMZM2G017416	PF08510
GRMZM5G801875	PF08510
GRMZM2G098744	PF08510
GRMZM2G088828	PF10510
GRMZM2G128658	PF10510
GRMZM5G891295	PF06728
GRMZM2G048762	PF06728
GRMZM2G154216	PF06728
GRMZM2G167728	PF08320
GRMZM2G375956	PF15159
GRMZM2G024778	PF15159
GRMZM2G361822	PF15159
GRMZM2G179332	PF15159
GRMZM2G180720	PF15159
GRMZM2G431314	PF15159
GRMZM2G022310	PF08288
GRMZM2G029632	PF08288
GRMZM5G890241	PF06324
GRMZM5G884270	PF04987
GRMZM2G177892	PF04987
GRMZM2G563262	PF18201
GRMZM2G097483	PF11522
GRMZM2G518033	PF11522
GRMZM2G023291	PF18605
GRMZM2G109987	PF18605
GRMZM2G031326	PF18605
GRMZM2G042250	PF18605
GRMZM2G165272	PF18605
GRMZM2G098696	PF18605
GRMZM2G088242	PF18605
GRMZM2G164909	PF18605
AC194104.3_FGP010	PF18605
GRMZM2G067350	PF18605
AC198781.3_FGP002	PF18605
GRMZM2G455071	PF18605
GRMZM2G130442	PF18605
GRMZM2G002154	PF13805
GRMZM2G088706	PF13805
GRMZM2G099080	PF13805
GRMZM2G703661	PF18682
AC214287.3_FGP005	PF10623
GRMZM2G033526	PF00114
GRMZM2G389510	PF07790
AC185254.4_FGP004	PF07790
GRMZM2G168864	PF07790
GRMZM2G311313	PF14245
GRMZM2G097900	PF14245
GRMZM2G378515	PF11530
GRMZM2G329740	PF11530
GRMZM2G352939	PF13675
GRMZM2G032350	PF13675
GRMZM2G168299	PF13675
AC210848.3_FGP004	PF13675
GRMZM2G177942	PF13675
GRMZM2G335107	PF07419
GRMZM2G022069	PF07419
GRMZM2G111475	PF11104
GRMZM2G079668	PF11104
GRMZM2G161035	PF11104
GRMZM2G040186	PF18222
GRMZM2G152510	PF18222
GRMZM2G012942	PF04350
GRMZM2G702190	PF04351
GRMZM2G444728	PF04351
GRMZM2G006144	PF08805
GRMZM2G166212	PF15453
GRMZM2G051355	PF15453
GRMZM2G307440	PF15453
AC203374.3_FGP001	PF15453
GRMZM2G062121	PF09476
AC216235.2_FGP010	PF09476
GRMZM2G456088	PF09476
AC183811.3_FGP003	PF09476
AC207814.3_FGP003	PF09476
GRMZM2G359064	PF14341
GRMZM2G063128	PF14341
GRMZM6G902674	PF14341
AC199568.3_FGP001	PF14341
GRMZM2G398458	PF14341
AC193658.3_FGP003	PF14341
GRMZM2G012734	PF14341
GRMZM2G411333	PF07238
GRMZM2G024641	PF07238
GRMZM2G703044	PF16823
GRMZM2G133558	PF16823
GRMZM2G052750	PF01850
GRMZM2G360698	PF18475
GRMZM2G102475	PF04696
GRMZM5G810275	PF04696
GRMZM2G177438	PF04696
GRMZM5G842421	PF04696
GRMZM2G032423	PF04696
GRMZM2G021313	PF04696
AC191620.3_FGP001	PF04696
GRMZM2G178996	PF04696
GRMZM2G151387	PF04696
AC196968.2_FGP001	PF04697
GRMZM2G075582	PF14324
GRMZM2G044858	PF16289
GRMZM2G162798	PF10130
GRMZM2G396601	PF13470
GRMZM2G133716	PF13638
GRMZM2G031859	PF13638
GRMZM2G144965	PF13638
GRMZM2G411893	PF13638
GRMZM2G346449	PF13638
AC225800.2_FGP002	PF13638
GRMZM2G088727	PF13638
GRMZM2G116592	PF13638
GRMZM2G155252	PF08745
GRMZM2G125239	PF08745
GRMZM2G160996	PF17146
AC194863.3_FGP006	PF17146
GRMZM5G807791	PF17146
GRMZM2G017087	PF18476
GRMZM2G060050	PF18476
GRMZM2G157885	PF18476
GRMZM5G825759	PF18476
AC205897.3_FGP002	PF18476
GRMZM2G174949	PF18476
GRMZM2G101274	PF18476
GRMZM2G140689	PF18477
GRMZM2G016330	PF18477
GRMZM2G017761	PF18477
GRMZM2G174312	PF18477
AC191366.2_FGP002	PF18477
GRMZM2G017647	PF18477
GRMZM5G803488	PF18477
GRMZM2G369069	PF18477
GRMZM2G142207	PF12260
GRMZM2G127650	PF12260
GRMZM2G027804	PF12260
GRMZM2G328785	PF12260
GRMZM2G119759	PF12260
GRMZM2G418956	PF12260
GRMZM2G123604	PF12260
GRMZM2G435592	PF12260
GRMZM2G002555	PF12260
GRMZM2G169558	PF12260
GRMZM2G366411	PF12260
GRMZM2G026203	PF12260
GRMZM2G152793	PF12260
GRMZM2G099324	PF12260
GRMZM2G104384	PF12260
GRMZM2G349875	PF12260
GRMZM2G058220	PF12260
GRMZM2G171210	PF12260
GRMZM2G162702	PF12260
GRMZM5G832149	PF12260
GRMZM2G309512	PF12260
GRMZM5G888352	PF12260
GRMZM2G471395	PF12260
GRMZM2G140095	PF12260
GRMZM2G158359	PF12260
GRMZM2G061718	PF12260
GRMZM2G137468	PF12260
GRMZM2G137788	PF12260
GRMZM2G010091	PF12260
GRMZM2G431524	PF12260
GRMZM2G135378	PF12260
GRMZM2G420882	PF12260
GRMZM2G113158	PF12260
GRMZM2G304897	PF12260
GRMZM2G458075	PF12260
GRMZM2G418689	PF12260
GRMZM2G180775	PF12260
GRMZM2G074381	PF12260
GRMZM2G118939	PF12260
GRMZM2G381076	PF12260
GRMZM2G309025	PF12260
GRMZM2G301513	PF12260
AC195785.3_FGP004	PF12260
GRMZM2G034855	PF12260
GRMZM2G148702	PF12260
GRMZM2G463904	PF12260
GRMZM2G092550	PF12260
GRMZM2G091243	PF12260
GRMZM2G364172	PF12260
GRMZM2G413030	PF12260
GRMZM2G340654	PF12260
GRMZM5G806108	PF12260
GRMZM2G332280	PF12260
GRMZM2G125308	PF12260
GRMZM2G009166	PF12260
GRMZM2G109566	PF12260
GRMZM2G463580	PF12260
GRMZM2G127031	PF12260
GRMZM2G002473	PF12260
GRMZM2G701201	PF12260
GRMZM2G463574	PF12260
GRMZM2G135013	PF12260
GRMZM2G095588	PF12260
GRMZM2G134432	PF12260
GRMZM2G313643	PF12260
GRMZM2G471596	PF12260
GRMZM2G159756	PF12260
GRMZM2G001934	PF12260
GRMZM2G042380	PF12260
GRMZM2G351941	PF12260
GRMZM2G070961	PF12260
GRMZM2G106523	PF12260
GRMZM2G026301	PF12260
GRMZM2G334592	PF12260
GRMZM2G169020	PF12260
GRMZM2G378452	PF12260
GRMZM2G117250	PF12260
AC149810.2_FGP008	PF12260
GRMZM2G408376	PF12260
GRMZM2G031400	PF12260
GRMZM2G301738	PF12260
GRMZM2G110968	PF12260
GRMZM2G119521	PF12260
GRMZM2G319307	PF12260
GRMZM2G301124	PF12260
GRMZM2G015889	PF12260
GRMZM2G146866	PF12260
GRMZM2G029530	PF12260
GRMZM2G042622	PF12260
GRMZM2G091338	PF12260
GRMZM2G181231	PF12260
GRMZM2G010953	PF12260
GRMZM2G061447	PF12260
GRMZM2G330298	PF12260
GRMZM2G411668	PF12260
GRMZM2G172386	PF12260
GRMZM2G062045	PF01504
GRMZM2G157147	PF01504
GRMZM2G163826	PF01504
GRMZM2G033273	PF01504
GRMZM2G050309	PF01504
GRMZM2G116010	PF01504
GRMZM2G076392	PF01504
GRMZM2G374973	PF01504
GRMZM2G073591	PF01504
GRMZM2G337107	PF01504
GRMZM2G344857	PF01504
GRMZM2G428386	PF01504
GRMZM2G059179	PF01504
GRMZM2G066876	PF01504
GRMZM2G092595	PF01504
GRMZM2G153722	PF01504
GRMZM2G111208	PF01504
GRMZM2G132373	PF01504
GRMZM2G002499	PF01504
GRMZM2G177438	PF01504
GRMZM2G343218	PF01504
GRMZM5G831486	PF01504
GRMZM2G569903	PF01504
GRMZM2G040296	PF01504
AC204530.4_FGP006	PF01504
AC201894.4_FGP007	PF01504
GRMZM2G102598	PF01504
GRMZM2G004036	PF00399
GRMZM2G055469	PF02678
GRMZM2G165987	PF02678
GRMZM2G016290	PF02678
GRMZM2G101116	PF02678
GRMZM2G466517	PF02678
GRMZM2G059285	PF02678
GRMZM2G165987	PF05726
GRMZM2G055469	PF05726
GRMZM2G016290	PF05726
GRMZM2G101149	PF05726
GRMZM2G101116	PF05726
GRMZM2G464107	PF05726
GRMZM2G420380	PF15099
GRMZM2G075828	PF15099
GRMZM2G143128	PF15099
GRMZM5G867882	PF15099
GRMZM2G028432	PF15099
GRMZM2G101020	PF15099
GRMZM2G302559	PF15099
AC216067.3_FGP002	PF15099
GRMZM2G177005	PF15099
GRMZM2G099474	PF06201
GRMZM2G052471	PF06201
GRMZM2G090647	PF06201
GRMZM2G097381	PF06201
AC213612.3_FGP002	PF06201
GRMZM2G371839	PF06201
GRMZM2G054247	PF06201
GRMZM2G174971	PF06201
AC189879.3_FGP003	PF02171
GRMZM2G079080	PF02171
GRMZM2G039455	PF02171
GRMZM2G162525	PF02171
GRMZM2G441583	PF02171
GRMZM2G361518	PF02171
GRMZM2G089743	PF02171
GRMZM2G589579	PF02171
GRMZM2G120019	PF02171
AC209206.3_FGP011	PF02171
GRMZM2G059033	PF02171
GRMZM2G105250	PF02171
GRMZM2G141818	PF02171
GRMZM5G892991	PF02171
GRMZM2G007791	PF02171
GRMZM2G354867	PF02171
GRMZM2G457370	PF02171
GRMZM2G067547	PF02171
GRMZM2G404121	PF02171
GRMZM2G432075	PF02171
AC198206.5_FGP002	PF02171
GRMZM2G123063	PF02171
GRMZM2G045821	PF02171
GRMZM2G368358	PF02171
GRMZM5G824676	PF02171
GRMZM5G865471	PF02171
GRMZM2G126108	PF02171
GRMZM2G404571	PF02171
GRMZM2G371745	PF02171
AC217043.3_FGP007	PF02171
GRMZM2G115138	PF02171
GRMZM2G323182	PF02171
GRMZM2G055768	PF02171
GRMZM2G354504	PF02171
GRMZM2G450474	PF02171
GRMZM2G344781	PF02171
GRMZM2G400154	PF02171
GRMZM2G141333	PF02171
GRMZM2G484741	PF02171
GRMZM2G423333	PF02171
GRMZM2G390207	PF02171
GRMZM2G347402	PF02171
AC211327.4_FGP006	PF02171
GRMZM2G461936	PF02171
GRMZM2G406331	PF02171
GRMZM5G860835	PF02171
GRMZM2G125587	PF02171
GRMZM2G124948	PF02171
GRMZM2G151573	PF02171
GRMZM2G041536	PF02171
GRMZM2G030914	PF02171
GRMZM2G067899	PF02171
AC211190.4_FGP004	PF02171
GRMZM2G178082	PF02171
GRMZM5G811730	PF02171
GRMZM2G007936	PF02171
GRMZM2G066981	PF18365
GRMZM2G061672	PF18365
GRMZM2G114444	PF18363
GRMZM2G163227	PF18363
GRMZM2G008714	PF00224
GRMZM2G150098	PF00224
GRMZM2G003883	PF00224
GRMZM2G033526	PF00224
GRMZM2G144730	PF00224
GRMZM2G152686	PF00224
GRMZM2G066290	PF00224
GRMZM2G078200	PF00224
GRMZM2G124593	PF00224
GRMZM2G004534	PF00224
GRMZM2G119175	PF00224
GRMZM2G177947	PF00224
GRMZM2G550008	PF00224
GRMZM2G105863	PF16808
AC209819.3_FGP006	PF16808
GRMZM2G106604	PF16808
GRMZM2G461286	PF16808
AC199559.4_FGP001	PF16808
GRMZM2G158179	PF16808
GRMZM2G120091	PF16808
GRMZM2G160444	PF16808
GRMZM2G106233	PF16808
GRMZM2G305244	PF16808
GRMZM2G116427	PF16808
GRMZM2G028966	PF16808
AC194047.3_FGP005	PF16808
GRMZM2G163860	PF16808
GRMZM2G343856	PF16808
GRMZM5G851026	PF16808
GRMZM2G086464	PF16808
GRMZM2G031053	PF16808
GRMZM2G019050	PF16808
GRMZM2G056256	PF16808
GRMZM2G070553	PF16808
GRMZM2G146015	PF16407
GRMZM2G141121	PF16407
GRMZM2G058081	PF16820
GRMZM5G809087	PF18331
GRMZM2G174596	PF00069
GRMZM2G143213	PF00069
GRMZM2G008327	PF00069
GRMZM2G395778	PF00069
GRMZM2G180704	PF00069
GRMZM2G321153	PF00069
GRMZM2G044038	PF00069
GRMZM2G077278	PF00069
GRMZM2G062524	PF00069
GRMZM2G107867	PF00069
GRMZM2G045241	PF00069
GRMZM2G178822	PF00069
GRMZM2G166658	PF00069
GRMZM2G097533	PF00069
GRMZM2G108829	PF00069
GRMZM2G099425	PF00069
GRMZM2G168706	PF00069
GRMZM2G013236	PF00069
GRMZM2G171507	PF00069
GRMZM2G041463	PF00069
AC233871.1_FGP003	PF00069
GRMZM2G028086	PF00069
GRMZM2G390896	PF00069
GRMZM2G025387	PF00069
GRMZM2G093316	PF00069
GRMZM2G160428	PF00069
GRMZM2G174896	PF00069
GRMZM2G019267	PF00069
GRMZM5G864414	PF00069
GRMZM2G080001	PF00069
AC209208.3_FGP001	PF00069
GRMZM2G028926	PF00069
GRMZM2G164160	PF00069
GRMZM2G058305	PF00069
GRMZM2G112057	PF00069
GRMZM2G121228	PF00069
GRMZM2G098828	PF00069
GRMZM2G032852	PF00069
GRMZM2G035843	PF00069
GRMZM2G088361	PF00069
GRMZM5G856738	PF00069
GRMZM2G014833	PF00069
GRMZM2G701201	PF00069
GRMZM2G149286	PF00069
GRMZM2G137569	PF00069
GRMZM2G030673	PF00069
GRMZM2G104125	PF00069
GRMZM2G356128	PF00069
GRMZM2G113967	PF00069
GRMZM2G136410	PF00069
GRMZM2G027351	PF00069
GRMZM2G176519	PF00069
GRMZM2G075002	PF00069
GRMZM2G002100	PF00069
GRMZM2G063961	PF00069
GRMZM2G311220	PF00069
GRMZM2G066867	PF00069
GRMZM2G099002	PF00069
GRMZM2G005869	PF00069
GRMZM2G047486	PF00069
GRMZM2G114575	PF00069
GRMZM2G020216	PF00069
GRMZM2G053987	PF00069
GRMZM2G463464	PF00069
GRMZM2G132116	PF00069
GRMZM2G347226	PF00069
GRMZM2G011919	PF00069
GRMZM2G181081	PF00069
GRMZM2G409658	PF00069
GRMZM2G145879	PF00069
GRMZM2G146553	PF00069
GRMZM2G139038	PF00069
GRMZM2G428035	PF00069
GRMZM2G371276	PF00069
GRMZM2G115755	PF00069
GRMZM2G137407	PF00069
GRMZM2G175504	PF00069
GRMZM2G540772	PF00069
GRMZM2G105415	PF00069
GRMZM2G017654	PF00069
GRMZM2G107689	PF00069
GRMZM2G138861	PF00069
GRMZM2G365815	PF00069
GRMZM2G170552	PF00069
GRMZM2G107645	PF00069
GRMZM2G353957	PF00069
GRMZM2G017792	PF00069
GRMZM2G051103	PF00069
GRMZM2G167276	PF00069
GRMZM2G340224	PF00069
GRMZM2G056732	PF00069
GRMZM2G320506	PF00069
GRMZM2G156150	PF00069
GRMZM2G179097	PF00069
GRMZM2G156800	PF00069
GRMZM2G080588	PF00069
GRMZM2G081310	PF00069
GRMZM2G155593	PF00069
GRMZM2G136400	PF00069
GRMZM2G125001	PF00069
GRMZM2G171435	PF00069
GRMZM2G081915	PF00069
GRMZM2G110922	PF00069
GRMZM2G140726	PF00069
GRMZM2G110908	PF00069
GRMZM2G096115	PF00069
GRMZM2G429940	PF00069
GRMZM2G035809	PF00069
GRMZM2G347047	PF00069
GRMZM2G180916	PF00069
GRMZM2G064613	PF00069
GRMZM2G048455	PF00069
GRMZM2G055575	PF00069
GRMZM2G127141	PF00069
GRMZM2G015703	PF00069
GRMZM2G031893	PF00069
GRMZM2G012326	PF00069
GRMZM2G138245	PF00069
GRMZM2G052067	PF00069
GRMZM2G084347	PF00069
GRMZM2G422576	PF00069
GRMZM2G130018	PF00069
AC210013.4_FGP014	PF00069
GRMZM2G314396	PF00069
GRMZM2G159752	PF00069
GRMZM2G383240	PF00069
GRMZM2G062914	PF00069
GRMZM2G044557	PF00069
GRMZM2G173962	PF00069
GRMZM2G159756	PF00069
GRMZM2G432796	PF00069
GRMZM2G321239	PF00069
GRMZM2G115518	PF00069
GRMZM2G087655	PF00069
GRMZM2G131334	PF00069
GRMZM2G053868	PF00069
GRMZM2G157068	PF00069
GRMZM2G448258	PF00069
GRMZM2G052206	PF00069
GRMZM2G158860	PF00069
GRMZM2G130927	PF00069
GRMZM2G026203	PF00069
GRMZM2G040743	PF00069
GRMZM2G027756	PF00069
GRMZM2G034065	PF00069
GRMZM2G122335	PF00069
GRMZM5G873277	PF00069
GRMZM2G055089	PF00069
GRMZM2G123886	PF00069
GRMZM2G113512	PF00069
GRMZM2G316136	PF00069
GRMZM2G097805	PF00069
GRMZM2G306028	PF00069
GRMZM2G180555	PF00069
GRMZM2G135904	PF00069
GRMZM2G173928	PF00069
GRMZM2G178756	PF00069
GRMZM2G412601	PF00069
GRMZM2G024231	PF00069
GRMZM2G374088	PF00069
GRMZM2G056612	PF00069
GRMZM2G021517	PF00069
GRMZM2G007848	PF00069
GRMZM2G365035	PF00069
GRMZM2G472311	PF00069
GRMZM2G333433	PF00069
GRMZM2G109843	PF00069
GRMZM2G495626	PF00069
GRMZM2G066120	PF00069
GRMZM2G089484	PF00069
GRMZM2G375975	PF00069
GRMZM2G068193	PF00069
GRMZM2G163861	PF00069
GRMZM2G170120	PF00069
GRMZM2G400470	PF00069
GRMZM2G167856	PF00069
GRMZM2G156251	PF00069
GRMZM2G113771	PF00069
GRMZM2G000278	PF00069
GRMZM2G088245	PF00069
GRMZM2G172900	PF00069
GRMZM2G166771	PF00069
GRMZM2G117796	PF00069
GRMZM2G334857	PF00069
GRMZM2G062761	PF00069
GRMZM2G129018	PF00069
GRMZM2G395458	PF00069
GRMZM2G040954	PF00069
GRMZM2G477829	PF00069
GRMZM2G330049	PF00069
GRMZM2G034052	PF00069
GRMZM2G024151	PF00069
GRMZM5G845755	PF00069
GRMZM6G513881	PF00069
GRMZM2G004079	PF00069
GRMZM5G835235	PF00069
GRMZM2G393002	PF00069
GRMZM2G141903	PF00069
GRMZM2G049088	PF00069
GRMZM2G001457	PF00069
GRMZM2G105766	PF00069
GRMZM2G149289	PF00069
GRMZM2G047855	PF00069
GRMZM2G137118	PF00069
GRMZM2G074262	PF00069
GRMZM2G332660	PF00069
GRMZM2G052650	PF00069
GRMZM2G138676	PF00069
GRMZM2G008513	PF00069
GRMZM2G043350	PF00069
GRMZM2G067408	PF00069
GRMZM2G032351	PF00069
GRMZM2G121790	PF00069
GRMZM2G503156	PF00069
GRMZM2G308752	PF00069
GRMZM2G044531	PF00069
GRMZM2G080871	PF00069
GRMZM2G097821	PF00069
GRMZM2G109624	PF00069
GRMZM2G151916	PF00069
GRMZM2G456059	PF00069
GRMZM2G143602	PF00069
AC203294.3_FGP001	PF00069
GRMZM2G472625	PF00069
GRMZM2G341379	PF00069
GRMZM2G472643	PF00069
GRMZM2G124739	PF00069
GRMZM2G328785	PF00069
GRMZM2G131853	PF00069
GRMZM2G418223	PF00069
GRMZM2G018372	PF00069
GRMZM2G459854	PF00069
GRMZM5G834697	PF00069
GRMZM2G049608	PF00069
GRMZM2G030194	PF00069
GRMZM2G026065	PF00069
GRMZM2G464985	PF00069
GRMZM2G172132	PF00069
GRMZM2G135073	PF00069
GRMZM2G178074	PF00069
GRMZM2G016671	PF00069
GRMZM2G177050	PF00069
GRMZM2G164242	PF00069
GRMZM2G413544	PF00069
GRMZM5G814851	PF00069
GRMZM2G020938	PF00069
GRMZM2G157803	PF00069
GRMZM2G002531	PF00069
GRMZM2G073399	PF00069
GRMZM2G110572	PF00069
GRMZM2G155836	PF00069
AC217842.3_FGP001	PF00069
GRMZM2G308619	PF00069
GRMZM2G464152	PF00069
GRMZM2G160922	PF00069
GRMZM2G124550	PF00069
GRMZM2G133854	PF00069
GRMZM2G351074	PF00069
GRMZM2G404132	PF00069
GRMZM2G128319	PF00069
GRMZM2G062772	PF00069
GRMZM2G412524	PF00069
GRMZM5G847431	PF00069
GRMZM2G062683	PF00069
GRMZM2G057084	PF00069
GRMZM2G016939	PF00069
GRMZM2G082522	PF00069
GRMZM2G139213	PF00069
GRMZM2G045330	PF00069
GRMZM2G324157	PF00069
GRMZM2G465833	PF00069
GRMZM2G104658	PF00069
GRMZM2G375904	PF00069
GRMZM2G152889	PF00069
GRMZM2G117677	PF00069
GRMZM2G355368	PF00069
GRMZM2G004468	PF00069
GRMZM5G865999	PF00069
GRMZM2G059671	PF00069
GRMZM2G136025	PF00069
GRMZM2G458075	PF00069
GRMZM2G028709	PF00069
GRMZM5G848733	PF00069
GRMZM2G037386	PF00069
GRMZM2G072584	PF00069
GRMZM2G075415	PF00069
GRMZM5G871131	PF00069
GRMZM2G017137	PF00069
GRMZM2G139199	PF00069
GRMZM2G430780	PF00069
GRMZM5G826465	PF00069
GRMZM2G102088	PF00069
GRMZM2G140612	PF00069
GRMZM2G156013	PF00069
GRMZM2G098187	PF00069
GRMZM2G159034	PF00069
GRMZM2G034877	PF00069
GRMZM2G392477	PF00069
GRMZM2G171677	PF00069
GRMZM5G873586	PF00069
GRMZM2G388099	PF00069
