genes	domain
GRMZM2G129563	
GRMZM2G129569	"PF11995,PF00225"
GRMZM2G129569	"PF11995,PF00225"
GRMZM2G129575	PF14732
GRMZM2G129575	PF14732
GRMZM2G129585	PF13639
GRMZM2G129587	
GRMZM2G129589	
GRMZM2G129595	PF12766
GRMZM2G129597	
GRMZM2G129615	PF01985
GRMZM2G129615	PF01985
GRMZM2G129615	PF01985
GRMZM2G129620	PF00535
GRMZM2G129620	PF00535
GRMZM2G129633	
GRMZM2G129635	"PF04431,PF00544"
GRMZM2G129642	"PF00168,PF08372"
GRMZM2G129642	"PF00168,PF08372"
GRMZM2G129646	
GRMZM2G129674	PF00847
GRMZM2G129674	
GRMZM2G129675	PF10033
GRMZM2G129681	
GRMZM2G129681	
GRMZM2G129681	
GRMZM2G129681	
GRMZM2G129681	
GRMZM2G129684	
GRMZM2G129700	PF00226
GRMZM2G129700	PF00226
GRMZM2G129700	PF00226
GRMZM2G129700	PF00226
GRMZM2G129713	
GRMZM2G129713	
GRMZM2G129737	
GRMZM2G129737	
GRMZM2G129742	
GRMZM2G129749	
GRMZM2G129761	"PF10417,PF00578"
GRMZM2G129761	"PF10417,PF00578"
GRMZM2G129775	PF10275
GRMZM2G129775	PF10275
GRMZM2G129777	PF00847
GRMZM2G129781	PF13898
GRMZM2G129781	PF13898
GRMZM2G129783	"PF14432,PF01535,PF13041"
GRMZM2G129792	
GRMZM2G129795	
GRMZM2G129804	"PF01132,PF09285,PF08207"
GRMZM2G129804	"PF01132,PF09285"
GRMZM2G129806	
GRMZM2G129806	
GRMZM2G129815	PF05678
GRMZM2G129817	
GRMZM2G129817	"PF00569,PF00249"
GRMZM2G129817	"PF00569,PF00249"
GRMZM2G129828	PF02779
GRMZM2G129828	
GRMZM2G129828	PF02779
GRMZM2G129843	PF14368
GRMZM2G129860	PF00067
GRMZM2G129860	PF00067
GRMZM2G129860	PF00067
GRMZM2G129865	
GRMZM2G129872	PF00249
GRMZM2G129879	PF04570
GRMZM2G129889	"PF02518,PF00512,PF01590,PF00989,PF08446,PF00360"
GRMZM2G129906	
GRMZM2G129907	PF01541
GRMZM2G129907	
GRMZM2G129907	
GRMZM2G129913	PF04406
GRMZM2G129913	PF04406
GRMZM2G129913	PF04406
GRMZM2G129913	PF04406
GRMZM2G129913	PF04406
GRMZM2G129913	PF04406
GRMZM2G129924	
GRMZM2G129929	
GRMZM2G129935	PF00141
GRMZM2G129947	"PF14365,PF03080"
GRMZM2G129954	PF00072
GRMZM2G129954	
GRMZM2G129957	"PF12937,PF03478"
GRMZM2G129969	
GRMZM2G129973	PF00564
GRMZM2G129979	PF01125
GRMZM2G129987	PF00226
GRMZM2G129994	
GRMZM2G129999	
GRMZM2G129999	
GRMZM2G130002	"PF17123,PF14624,PF00092"
GRMZM2G130008	
GRMZM2G130010	
GRMZM2G130016	
GRMZM2G130018	PF00069
GRMZM2G130018	PF00069
GRMZM2G130018	PF00069
GRMZM2G130034	"PF07687,PF01546"
GRMZM2G130034	"PF07687,PF01546"
GRMZM2G130043	PF08323
GRMZM2G130043	
GRMZM2G130046	PF01501
GRMZM2G130049	PF00999
GRMZM2G130052	"PF13774,PF00957"
GRMZM2G130053	"PF08246,PF00112"
GRMZM2G130053	PF00112
GRMZM2G130055	
GRMZM2G130062	"PF08502,PF00682"
GRMZM2G130064	"PF07244,PF01103"
GRMZM2G130064	"PF07244,PF01103"
GRMZM2G130064	"PF07244,PF01103"
GRMZM2G130065	
GRMZM2G130076	
GRMZM2G130079	PF00125
GRMZM2G130079	PF00125
GRMZM2G130085	"PF13180,PF13365"
GRMZM2G130085	
GRMZM2G130085	"PF13180,PF13365"
GRMZM2G130095	PF00013
GRMZM2G130095	PF00013
GRMZM2G130095	PF00013
GRMZM2G130101	
GRMZM2G130101	
GRMZM2G130109	PF00646
GRMZM2G130109	PF00646
GRMZM2G130119	PF00201
GRMZM2G130121	"PF07728,PF00004,PF10431"
GRMZM2G130127	"PF12171,PF00226"
GRMZM2G130131	PF04844
GRMZM2G130149	PF00249
GRMZM2G130149	PF00249
GRMZM2G130149	PF00249
GRMZM2G130149	PF00249
GRMZM2G130149	PF00249
GRMZM2G130149	PF00249
GRMZM2G130162	PF00155
GRMZM2G130162	PF00155
GRMZM2G130162	
GRMZM2G130162	
GRMZM2G130162	PF00155
GRMZM2G130162	
GRMZM2G130162	
GRMZM2G130162	
GRMZM2G130167	"PF01485,PF05773"
GRMZM2G130167	PF05773
GRMZM2G130173	
GRMZM2G130173	PF01439
GRMZM2G130173	PF01439
GRMZM2G130191	
GRMZM2G130191	
GRMZM2G130207	PF13656
GRMZM2G130207	
GRMZM2G130207	PF13656
GRMZM2G130207	PF13656
GRMZM2G130207	
GRMZM2G130207	
GRMZM2G130207	
GRMZM2G130207	PF13656
GRMZM2G130207	PF13656
GRMZM2G130207	PF13656
GRMZM2G130207	
GRMZM2G130213	PF00069
GRMZM2G130224	PF09588
GRMZM2G130226	PF03000
GRMZM2G130230	"PF00479,PF02781"
GRMZM2G130230	"PF00479,PF02781"
GRMZM2G130230	"PF00479,PF02781"
GRMZM2G130232	
GRMZM2G130232	
GRMZM2G130232	
GRMZM2G130239	PF04827
GRMZM2G130239	PF04827
GRMZM2G130256	PF00201
GRMZM2G130260	
GRMZM2G130278	PF00810
GRMZM2G130278	
GRMZM2G130287	PF01909
GRMZM2G130287	PF01909
GRMZM2G130302	"PF11961,PF05003"
GRMZM2G130304	PF12146
GRMZM2G130305	PF12695
GRMZM2G130305	PF12695
GRMZM2G130314	"PF01535,PF13041"
GRMZM2G130320	
GRMZM2G130324	
GRMZM2G130326	"PF02892,PF04937"
GRMZM2G130332	PF01678
GRMZM2G130332	PF01678
GRMZM2G130332	PF01678
GRMZM2G130332	PF01678
GRMZM2G130333	"PF05184,PF03489,PF00026"
GRMZM2G130338	
GRMZM2G130343	
GRMZM2G130348	PF00646
GRMZM2G130351	PF04104
GRMZM2G130354	
GRMZM2G130356	PF12695
GRMZM2G130356	PF12695
GRMZM2G130358	PF01197
GRMZM2G130358	PF01197
GRMZM2G130366	"PF13812,PF01535"
GRMZM2G130374	"PF10533,PF03106"
GRMZM2G130375	PF01301
GRMZM2G130375	PF01301
GRMZM2G130375	"PF02140,PF01301"
GRMZM2G130375	PF02140
GRMZM2G130379	
GRMZM2G130379	
GRMZM2G130382	PF00319
GRMZM2G130389	PF00069
GRMZM2G130398	"PF10584,PF00227"
GRMZM2G130398	"PF10584,PF00227"
GRMZM2G130398	"PF10584,PF00227"
GRMZM2G130401	PF12708
GRMZM2G130406	
GRMZM2G130425	PF00400
GRMZM2G130425	PF00400
GRMZM2G130425	PF00400
GRMZM2G130432	PF05057
GRMZM2G130432	PF05057
GRMZM2G130432	PF05057
GRMZM2G130432	PF05057
GRMZM2G130432	PF05057
GRMZM2G130432	PF05057
GRMZM2G130440	PF00171
GRMZM2G130440	PF00171
GRMZM2G130442	"PF00046,PF01852"
GRMZM2G130442	"PF00046,PF01852"
GRMZM2G130449	PF01762
GRMZM2G130449	PF01762
GRMZM2G130454	PF14368
GRMZM2G130454	PF14368
GRMZM2G130454	PF14368
GRMZM2G130459	PF00847
GRMZM2G130459	PF00847
GRMZM2G130459	PF00847
GRMZM2G130459	
GRMZM2G130477	
GRMZM2G130486	
GRMZM2G130496	
GRMZM2G130505	PF00651
GRMZM2G130505	
GRMZM2G130505	PF00651
GRMZM2G130505	PF00651
GRMZM2G130528	PF00657
GRMZM2G130528	
GRMZM2G130534	PF04765
GRMZM2G130534	PF04765
GRMZM2G130536	
GRMZM2G130542	
GRMZM2G130544	PF00416
GRMZM2G130544	PF00416
GRMZM2G130544	PF00416
GRMZM2G130548	
GRMZM2G130548	PF03134
GRMZM2G130548	PF03134
GRMZM2G130555	PF03291
GRMZM2G130558	PF03151
GRMZM2G130569	
GRMZM2G130580	PF08879
GRMZM2G130586	PF06972
GRMZM2G130586	PF06972
GRMZM2G130586	PF06972
GRMZM2G130588	
GRMZM2G130592	
GRMZM2G130594	
GRMZM2G130599	
GRMZM2G130605	PF00814
GRMZM2G130610	
GRMZM2G130612	"PF01885,PF03398"
GRMZM2G130615	
GRMZM2G130625	
GRMZM2G130625	
GRMZM2G130634	
GRMZM2G130634	
GRMZM2G130640	
GRMZM2G130644	
GRMZM2G130651	PF04278
GRMZM2G130659	PF02990
GRMZM2G130659	PF02990
GRMZM2G130675	PF02519
GRMZM2G130678	PF00241
GRMZM2G130678	PF00241
GRMZM2G130678	
GRMZM2G130686	PF00704
GRMZM2G130694	
GRMZM2G130699	"PF13812,PF01535"
GRMZM2G130715	
GRMZM2G130724	"PF00041,PF07227"
GRMZM2G130724	"PF00041,PF07227"
GRMZM2G130728	PF02458
GRMZM2G130738	
GRMZM2G130739	
GRMZM2G130746	"PF00125,PF16211"
GRMZM2G130746	"PF00125,PF16211"
GRMZM2G130749	PF03062
GRMZM2G130749	PF03062
GRMZM2G130755	PF00067
GRMZM2G130764	PF04678
GRMZM2G130768	
GRMZM2G130773	PF02536
GRMZM2G130773	PF02536
GRMZM2G130776	
GRMZM2G130784	
GRMZM2G130790	"PF00763,PF02882"
GRMZM2G130790	PF00763
GRMZM2G130800	PF04577
GRMZM2G130800	PF04577
GRMZM2G130800	PF04577
GRMZM2G130800	PF04577
GRMZM2G130800	
GRMZM2G130813	PF01190
GRMZM2G130813	
GRMZM2G130813	PF01190
GRMZM2G130819	
GRMZM2G130831	PF00999
GRMZM2G130854	PF03106
GRMZM2G130858	
GRMZM2G130864	PF00759
GRMZM2G130868	
GRMZM2G130868	
GRMZM2G130871	PF01490
GRMZM2G130877	
GRMZM2G130888	
GRMZM2G130889	PF01532
GRMZM2G130889	PF01532
GRMZM2G130889	PF01532
GRMZM2G130897	
GRMZM2G130904	PF00141
GRMZM2G130905	"PF04434,PF00564,PF10551,PF03108"
GRMZM2G130910	PF00856
GRMZM2G130910	PF00856
GRMZM2G130912	
GRMZM2G130927	PF14531
GRMZM2G130927	PF14531
GRMZM2G130927	PF14531
GRMZM2G130938	
GRMZM2G130941	PF14541
GRMZM2G130943	
GRMZM2G130943	PF00481
GRMZM2G130948	
GRMZM2G130950	"PF04739,PF16561"
GRMZM2G130953	PF02309
GRMZM2G130953	PF02309
GRMZM2G130953	PF02309
GRMZM2G130953	PF02309
GRMZM2G130956	PF00628
GRMZM2G130959	PF05018
GRMZM2G130959	PF05018
GRMZM2G130959	PF05018
GRMZM2G130959	PF05018
GRMZM2G130987	"PF10559,PF00344"
GRMZM2G130987	"PF10559,PF00344"
GRMZM2G130987	"PF10559,PF00344"
GRMZM2G130987	"PF10559,PF00344"
GRMZM2G131012	
GRMZM2G131020	PF02845
GRMZM2G131024	PF09775
GRMZM2G131024	PF09775
GRMZM2G131024	PF09775
GRMZM2G131024	PF09775
GRMZM2G131026	PF01150
GRMZM2G131026	PF01150
GRMZM2G131026	PF01150
GRMZM2G131031	
GRMZM2G131043	
GRMZM2G131055	PF04577
GRMZM2G131067	
GRMZM2G131070	PF00787
GRMZM2G131070	
GRMZM2G131070	
GRMZM2G131070	PF00787
GRMZM2G131080	
GRMZM2G131080	
GRMZM2G131084	
GRMZM2G131087	PF00581
GRMZM2G131087	PF00581
GRMZM2G131087	PF00581
GRMZM2G131087	PF00581
GRMZM2G131087	PF00581
GRMZM2G131087	PF00581
GRMZM2G131087	PF00581
GRMZM2G131087	PF00581
GRMZM2G131099	
GRMZM2G131118	PF00571
GRMZM2G131120	PF06058
GRMZM2G131135	
GRMZM2G131152	"PF13839,PF14416"
GRMZM2G131152	"PF14416,PF13839"
GRMZM2G131154	PF02902
GRMZM2G131155	
GRMZM2G131165	PF02458
GRMZM2G131167	PF00076
GRMZM2G131167	
GRMZM2G131167	PF00076
GRMZM2G131176	"PF00168,PF08372"
GRMZM2G131177	"PF05922,PF02225,PF00082"
GRMZM2G131177	"PF02225,PF00082"
GRMZM2G131197	
GRMZM2G131202	PF00085
GRMZM2G131205	PF01370
GRMZM2G131205	PF01370
GRMZM2G131205	
GRMZM2G131205	
GRMZM2G131205	PF01370
GRMZM2G131205	PF01370
GRMZM2G131205	PF01370
GRMZM2G131205	
GRMZM2G131214	
GRMZM2G131221	PF13839
GRMZM2G131228	
GRMZM2G131243	PF01370
GRMZM2G131243	PF01370
GRMZM2G131245	PF01485
GRMZM2G131249	"PF01106,PF08712"
GRMZM2G131249	"PF01106,PF08712"
GRMZM2G131249	"PF01106,PF08712"
GRMZM2G131254	PF00025
GRMZM2G131254	PF08477
GRMZM2G131254	PF08477
GRMZM2G131254	PF00071
GRMZM2G131254	PF00025
GRMZM2G131262	
GRMZM2G131262	PF07983
GRMZM2G131262	
GRMZM2G131262	PF07983
GRMZM2G131262	PF07983
GRMZM2G131266	PF00847
GRMZM2G131266	PF00847
GRMZM2G131266	PF00847
GRMZM2G131266	PF00847
GRMZM2G131275	PF03759
GRMZM2G131280	PF04640
GRMZM2G131281	PF00847
GRMZM2G131286	PF03618
GRMZM2G131288	
GRMZM2G131301	
GRMZM2G131309	"PF00690,PF00702,PF00122"
GRMZM2G131315	PF00450
GRMZM2G131319	
GRMZM2G131321	PF06703
GRMZM2G131321	PF06703
GRMZM2G131321	PF06703
GRMZM2G131324	PF03029
GRMZM2G131324	PF03029
GRMZM2G131324	PF03029
GRMZM2G131329	"PF01762,PF00337"
GRMZM2G131332	"PF14432,PF01535,PF13041"
GRMZM2G131334	PF06293
GRMZM2G131334	PF06293
GRMZM2G131334	PF00069
GRMZM2G131334	
GRMZM2G131340	
GRMZM2G131347	
GRMZM2G131351	PF01151
GRMZM2G131356	
GRMZM2G131358	
GRMZM2G131378	PF01553
GRMZM2G131382	
GRMZM2G131389	
GRMZM2G131391	
GRMZM2G131402	
GRMZM2G131404	
GRMZM2G131409	PF04398
GRMZM2G131421	PF03386
GRMZM2G131421	PF03386
GRMZM2G131421	PF03386
GRMZM2G131431	PF05493
GRMZM2G131431	PF05493
GRMZM2G131434	PF02297
GRMZM2G131434	PF02297
GRMZM2G131440	PF06964
GRMZM2G131442	PF00249
GRMZM2G131442	PF00249
GRMZM2G131443	PF08514
GRMZM2G131443	PF08514
GRMZM2G131443	PF08514
GRMZM2G131448	
GRMZM2G131456	
GRMZM2G131467	PF00076
GRMZM2G131467	PF00076
GRMZM2G131473	PF00557
GRMZM2G131473	PF00557
GRMZM2G131476	"PF02183,PF00046"
GRMZM2G131476	"PF00046,PF02183"
GRMZM2G131482	PF01805
GRMZM2G131482	"PF01805,PF07713"
GRMZM2G131487	PF01133
GRMZM2G131487	PF01133
GRMZM2G131487	
GRMZM2G131489	PF00504
GRMZM2G131489	PF00504
GRMZM2G131489	PF00504
GRMZM2G131508	PF00067
GRMZM2G131513	
GRMZM2G131516	PF03514
GRMZM2G131516	PF03514
GRMZM2G131522	
GRMZM2G131525	"PF05739,PF00141,PF00804"
GRMZM2G131529	"PF08541,PF08545"
GRMZM2G131536	PF05699
GRMZM2G131539	"PF03952,PF00113"
GRMZM2G131539	"PF03952,PF00113"
GRMZM2G131539	PF03952
GRMZM2G131554	PF07765
GRMZM2G131554	PF07765
GRMZM2G131559	PF00069
GRMZM2G131575	PF00213
GRMZM2G131575	PF00213
GRMZM2G131577	PF01849
GRMZM2G131577	
GRMZM2G131577	PF01849
GRMZM2G131591	PF13920
GRMZM2G131595	
GRMZM2G131595	
GRMZM2G131597	PF05282
GRMZM2G131597	PF05282
GRMZM2G131597	PF05282
GRMZM2G131609	"PF08263,PF00560,PF00069,PF13855"
GRMZM2G131609	"PF08263,PF00560,PF07714,PF13855"
GRMZM2G131611	PF12906
GRMZM2G131611	PF12906
GRMZM2G131618	PF00583
GRMZM2G131623	
GRMZM2G131623	
GRMZM2G131623	
GRMZM2G131623	
GRMZM2G131626	
GRMZM2G131629	PF07714
GRMZM2G131638	PF08553
GRMZM2G131650	PF14365
GRMZM2G131650	PF03080
GRMZM2G131650	"PF03080,PF14365"
GRMZM2G131650	"PF14365,PF03080"
GRMZM2G131654	
GRMZM2G131666	
GRMZM2G131666	
GRMZM2G131667	PF01871
GRMZM2G131667	PF01871
GRMZM2G131667	PF01871
GRMZM2G131667	PF01871
GRMZM2G131672	
GRMZM2G131683	"PF00462,PF00610,PF04784"
GRMZM2G131699	PF10250
GRMZM2G131708	PF08241
GRMZM2G131708	PF08241
GRMZM2G131708	PF08241
GRMZM2G131708	
GRMZM2G131708	
GRMZM2G131715	
GRMZM2G131723	PF12906
GRMZM2G131723	PF12906
GRMZM2G131723	
GRMZM2G131723	
GRMZM2G131727	
GRMZM2G131727	
GRMZM2G131727	
GRMZM2G131733	
GRMZM2G131735	PF04782
GRMZM2G131746	
GRMZM2G131749	"PF08263,PF00560,PF13855"
GRMZM2G131756	PF15628
GRMZM2G131756	
GRMZM2G131756	
GRMZM2G131756	
GRMZM2G131757	
GRMZM2G131763	
GRMZM2G131769	"PF00085,PF00462"
GRMZM2G131779	
GRMZM2G131784	PF03647
GRMZM2G131784	PF03647
GRMZM2G131785	PF00005
GRMZM2G131793	PF03715
GRMZM2G131797	
GRMZM2G131812	"PF13232,PF12796"
GRMZM2G131812	"PF13232,PF12796"
GRMZM2G131812	"PF13232,PF12796"
GRMZM2G131815	
GRMZM2G131815	
GRMZM2G131817	"PF13812,PF01535,PF13041"
GRMZM2G131817	"PF13812,PF01535,PF13041"
GRMZM2G131820	PF13041
GRMZM2G131822	PF13639
GRMZM2G131828	PF08328
GRMZM2G131836	PF01073
GRMZM2G131836	PF01073
GRMZM2G131850	
GRMZM2G131853	PF07714
GRMZM2G131860	
GRMZM2G131873	
GRMZM2G131888	PF04601
GRMZM2G131895	
GRMZM2G131897	PF02701
GRMZM2G131903	
GRMZM2G131907	PF00156
GRMZM2G131907	PF00156
GRMZM2G131912	PF00544
GRMZM2G131912	PF00544
GRMZM2G131928	PF00201
GRMZM2G131934	PF02990
GRMZM2G131935	
GRMZM2G131937	PF00249
GRMZM2G131939	PF00025
GRMZM2G131943	PF00076
GRMZM2G131943	PF00076
GRMZM2G131943	PF00076
GRMZM2G131943	PF00076
GRMZM2G131943	PF00076
GRMZM2G131946	
GRMZM2G131950	
GRMZM2G131954	PF04734
GRMZM2G131954	PF04734
GRMZM2G131957	PF00076
GRMZM2G131957	PF00076
GRMZM2G131961	"PF00170,PF14144"
GRMZM2G131961	"PF00170,PF14144"
GRMZM2G131961	"PF00170,PF14144"
GRMZM2G131961	"PF00170,PF14144"
GRMZM2G131961	"PF00170,PF14144"
GRMZM2G131969	PF03097
GRMZM2G131969	PF03097
GRMZM2G131969	PF03097
GRMZM2G131969	PF03097
GRMZM2G131969	PF03097
GRMZM2G131969	PF03097
GRMZM2G131969	PF03097
GRMZM2G131971	
GRMZM2G131982	
GRMZM2G131982	PF00643
GRMZM2G131983	
GRMZM2G131985	
GRMZM2G131988	PF05212
GRMZM2G131988	
GRMZM2G131988	PF05212
GRMZM2G131988	PF05212
GRMZM2G131988	PF05212
GRMZM2G131994	PF03034
GRMZM2G131998	PF00400
GRMZM2G131998	PF00400
GRMZM2G131998	
GRMZM2G131998	PF00400
GRMZM2G131998	
GRMZM2G132000	PF00240
GRMZM2G132000	PF00240
GRMZM2G132000	PF00240
GRMZM2G132007	
GRMZM2G132009	
GRMZM2G132019	PF00036
GRMZM2G132019	PF00036
GRMZM2G132019	PF00036
GRMZM2G132019	PF00036
GRMZM2G132021	PF01195
GRMZM2G132021	PF01195
GRMZM2G132021	PF01195
GRMZM2G132021	
GRMZM2G132028	
GRMZM2G132032	"PF02225,PF05922,PF00082"
GRMZM2G132032	"PF02225,PF05922,PF00082"
GRMZM2G132032	"PF02225,PF00082"
GRMZM2G132036	PF01263
GRMZM2G132036	PF01263
GRMZM2G132043	PF14681
GRMZM2G132055	
GRMZM2G132057	PF13912
GRMZM2G132060	"PF04046,PF04037"
GRMZM2G132060	"PF04046,PF04037"
GRMZM2G132061	PF02889
GRMZM2G132067	
GRMZM2G132069	PF00365
GRMZM2G132069	PF00365
GRMZM2G132077	
GRMZM2G132077	
GRMZM2G132082	
GRMZM2G132084	PF03798
GRMZM2G132084	PF03798
GRMZM2G132084	PF03798
GRMZM2G132084	PF03798
GRMZM2G132088	
GRMZM2G132090	"PF04030,PF01565"
GRMZM2G132093	"PF00043,PF02798"
GRMZM2G132093	PF00043
GRMZM2G132093	PF00043
GRMZM2G132095	
GRMZM2G132101	PF09791
GRMZM2G132116	PF00069
GRMZM2G132116	
GRMZM2G132121	
GRMZM2G132121	PF01667
GRMZM2G132121	
GRMZM2G132130	
GRMZM2G132140	"PF13812,PF01535,PF13041"
GRMZM2G132144	
GRMZM2G132154	PF00450
GRMZM2G132162	
GRMZM2G132169	"PF07731,PF00394,PF07732"
GRMZM2G132169	"PF07732,PF07731,PF00394"
GRMZM2G132184	PF07714
GRMZM2G132184	PF07714
GRMZM2G132184	PF07714
GRMZM2G132185	PF00847
GRMZM2G132212	"PF08263,PF07714,PF13855"
GRMZM2G132218	
GRMZM2G132218	PF00153
GRMZM2G132222	
GRMZM2G132222	
GRMZM2G132222	
GRMZM2G132223	PF00847
GRMZM2G132227	PF00400
GRMZM2G132238	PF00656
GRMZM2G132238	PF00656
GRMZM2G132248	
GRMZM2G132251	PF14215
GRMZM2G132251	PF14215
GRMZM2G132265	
GRMZM2G132270	
GRMZM2G132273	PF03018
GRMZM2G132284	
GRMZM2G132286	PF00076
GRMZM2G132292	
GRMZM2G132296	
GRMZM2G132301	
GRMZM2G132301	
GRMZM2G132301	
GRMZM2G132301	
GRMZM2G132303	
GRMZM2G132310	
GRMZM2G132322	
GRMZM2G132324	
GRMZM2G132324	
GRMZM2G132325	
GRMZM2G132331	PF00657
GRMZM2G132335	
GRMZM2G132340	PF03828
GRMZM2G132340	PF03828
GRMZM2G132358	PF04199
GRMZM2G132358	PF04199
GRMZM2G132358	PF04199
GRMZM2G132362	
GRMZM2G132363	PF00850
GRMZM2G132367	"PF02183,PF00046"
GRMZM2G132367	"PF02183,PF00046"
GRMZM2G132371	
GRMZM2G132371	PF00225
GRMZM2G132373	"PF00118,PF01504"
GRMZM2G132384	
GRMZM2G132388	PF14379
GRMZM2G132403	"PF01582,PF00931"
GRMZM2G132408	
GRMZM2G132420	
GRMZM2G132431	
GRMZM2G132442	PF00191
GRMZM2G132442	PF00191
GRMZM2G132442	PF00191
GRMZM2G132443	
GRMZM2G132450	PF00067
GRMZM2G132459	
GRMZM2G132461	
GRMZM2G132461	PF00191
GRMZM2G132461	
GRMZM2G132464	"PF09370,PF06792"
GRMZM2G132465	PF00076
GRMZM2G132465	PF00076
GRMZM2G132465	PF00076
GRMZM2G132465	PF00076
GRMZM2G132465	PF00076
GRMZM2G132468	
GRMZM2G132472	
GRMZM2G132473	
GRMZM2G132478	PF00067
GRMZM2G132486	PF02181
GRMZM2G132489	PF00743
GRMZM2G132504	PF12830
GRMZM2G132504	PF12830
GRMZM2G132504	PF12830
GRMZM2G132504	"PF12765,PF12830"
GRMZM2G132506	PF03912
GRMZM2G132509	"PF14543,PF14541"
GRMZM2G132519	PF04939
GRMZM2G132519	PF04939
GRMZM2G132519	PF04939
GRMZM2G132522	"PF07883,PF03017"
GRMZM2G132531	PF13639
GRMZM2G132531	PF08718
GRMZM2G132547	"PF00117,PF06418"
GRMZM2G132547	"PF00117,PF06418"
GRMZM2G132547	"PF00117,PF06418"
GRMZM2G132547	PF06418
GRMZM2G132550	PF00010
GRMZM2G132559	PF03000
GRMZM2G132562	
GRMZM2G132564	
GRMZM2G132568	PF01027
GRMZM2G132568	PF01027
GRMZM2G132568	PF01027
GRMZM2G132569	
GRMZM2G132577	PF12023
GRMZM2G132591	PF00069
GRMZM2G132591	"PF07645,PF13947"
GRMZM2G132591	PF13947
GRMZM2G132591	"PF07645,PF13947"
GRMZM2G132593	
GRMZM2G132593	
GRMZM2G132593	
GRMZM2G132595	PF14291
GRMZM2G132607	PF00294
GRMZM2G132607	PF00294
GRMZM2G132607	
GRMZM2G132614	
GRMZM2G132623	PF01198
GRMZM2G132623	PF01198
GRMZM2G132623	PF01198
GRMZM2G132625	
GRMZM2G132628	PF04765
GRMZM2G132628	PF04765
GRMZM2G132632	PF13639
GRMZM2G132633	PF03153
GRMZM2G132633	PF03153
GRMZM2G132633	PF03153
GRMZM2G132633	
GRMZM2G132644	PF00400
GRMZM2G132647	
GRMZM2G132653	
GRMZM2G132653	
GRMZM2G132653	
GRMZM2G132653	
GRMZM2G132655	
GRMZM2G132663	
GRMZM2G132667	PF03195
GRMZM2G132671	PF08606
GRMZM2G132678	PF02458
GRMZM2G132678	PF02458
GRMZM2G132678	PF02458
GRMZM2G132682	PF00240
GRMZM2G132686	PF00225
GRMZM2G132690	PF00403
GRMZM2G132693	PF03195
GRMZM2G132696	
GRMZM2G132704	PF01843
GRMZM2G132706	PF00201
GRMZM2G132712	"PF00122,PF00702,PF00689"
GRMZM2G132712	"PF00702,PF00689"
GRMZM2G132712	"PF00690,PF12515,PF00702,PF00122,PF00689"
GRMZM2G132748	PF10183
GRMZM2G132751	PF13639
GRMZM2G132753	
GRMZM2G132756	PF13912
GRMZM2G132759	PF05773
GRMZM2G132759	PF05773
GRMZM2G132759	PF05773
GRMZM2G132759	PF05773
GRMZM2G132759	PF00179
GRMZM2G132759	PF05773
GRMZM2G132763	"PF00560,PF00069,PF13855"
GRMZM2G132774	PF00134
GRMZM2G132777	PF00696
GRMZM2G132780	PF04959
GRMZM2G132780	"PF12066,PF04959"
GRMZM2G132780	
GRMZM2G132780	
GRMZM2G132783	PF05699
GRMZM2G132794	PF03514
GRMZM2G132796	"PF09532,PF12701"
GRMZM2G132796	
GRMZM2G132797	
GRMZM2G132804	PF01399
GRMZM2G132804	PF01399
GRMZM2G132804	PF01399
GRMZM2G132804	
GRMZM2G132810	PF02181
GRMZM2G132811	PF00160
GRMZM2G132823	
GRMZM2G132847	PF00383
GRMZM2G132854	PF02338
GRMZM2G132856	
GRMZM2G132857	"PF00076,PF01480"
GRMZM2G132862	
GRMZM2G132866	"PF13334,PF01762"
GRMZM2G132866	PF13334
GRMZM2G132868	PF00170
GRMZM2G132875	PF00248
GRMZM2G132875	PF00248
GRMZM2G132875	PF00248
GRMZM2G132880	PF01161
GRMZM2G132882	
GRMZM2G132898	PF01467
GRMZM2G132903	"PF16113,PF00725,PF02737"
GRMZM2G132903	PF16113
GRMZM2G132903	"PF00725,PF02737"
GRMZM2G132909	
GRMZM2G132913	"PF00646,PF08387"
GRMZM2G132929	PF01248
GRMZM2G132929	PF01248
GRMZM2G132929	PF01248
GRMZM2G132929	PF01248
GRMZM2G132932	
GRMZM2G132932	
GRMZM2G132936	
GRMZM2G132936	"PF00076,PF00630"
GRMZM2G132936	"PF00076,PF00630"
GRMZM2G132944	
GRMZM2G132944	
GRMZM2G132944	
GRMZM2G132944	
GRMZM2G132956	PF13041
GRMZM2G132958	PF03398
GRMZM2G132958	PF03398
GRMZM2G132966	
GRMZM2G132968	PF00297
GRMZM2G132968	PF00297
GRMZM2G132971	PF00447
GRMZM2G132971	PF00447
GRMZM2G132971	
GRMZM2G132978	
GRMZM2G132978	
GRMZM2G132991	PF08700
GRMZM2G132991	PF08700
GRMZM2G132994	
GRMZM2G132994	
GRMZM2G132995	PF01554
GRMZM2G132995	PF01554
GRMZM2G133006	PF01554
GRMZM2G133006	PF01554
GRMZM2G133006	PF01554
GRMZM2G133012	PF11891
GRMZM2G133012	PF11891
GRMZM2G133012	
GRMZM2G133016	
GRMZM2G133016	PF08238
GRMZM2G133016	PF08238
GRMZM2G133018	
GRMZM2G133021	PF00646
GRMZM2G133023	PF12481
GRMZM2G133023	PF13537
GRMZM2G133023	PF12481
GRMZM2G133023	PF12481
GRMZM2G133023	PF12481
GRMZM2G133028	
GRMZM2G133028	
