genes	Pfam
GRMZM2G129238	"PF09279,PF00168,PF00387,PF00388"
GRMZM2G129243	PF00498
GRMZM2G129246	PF01070
GRMZM2G129247	PF00170
GRMZM2G129249	PF03018
GRMZM2G129261	PF12171
GRMZM2G129266	PF02458
GRMZM2G129268	PF05653
GRMZM2G129288	"PF00646,PF01167"
GRMZM2G129291	PF13359
GRMZM2G129302	PF05637
GRMZM2G129304	PF01842
GRMZM2G129311	"PF04434,PF10551,PF03101"
GRMZM2G129344	PF13409
GRMZM2G129354	PF01412
GRMZM2G129357	"PF14497,PF13417"
GRMZM2G129375	PF00027
GRMZM2G129386	PF09117
GRMZM2G129399	PF00403
GRMZM2G129403	PF02458
GRMZM2G129413	PF01490
GRMZM2G129415	PF00651
GRMZM2G129431	PF02207
GRMZM2G129444	PF05557
GRMZM2G129448	PF03735
GRMZM2G129451	"PF00534,PF08323"
GRMZM2G129453	"PF00173,PF00487"
GRMZM2G129455	PF02847
GRMZM2G129482	PF07714
GRMZM2G129486	PF14288
GRMZM2G129513	"PF00056,PF02866"
GRMZM2G129540	PF01112
GRMZM2G129543	PF00141
GRMZM2G129554	"PF00271,PF00270"
GRMZM2G129569	"PF11995,PF00225"
GRMZM2G129575	PF14732
GRMZM2G129585	PF13639
GRMZM2G129595	PF12766
GRMZM2G129615	PF01985
GRMZM2G129620	PF00535
GRMZM2G129635	"PF04431,PF00544"
GRMZM2G129642	"PF00168,PF08372"
GRMZM2G129674	PF00847
GRMZM2G129675	PF10033
GRMZM2G129700	PF00226
GRMZM2G129761	"PF10417,PF00578"
GRMZM2G129775	PF10275
GRMZM2G129777	PF00847
GRMZM2G129781	PF13898
GRMZM2G129783	"PF14432,PF01535,PF13041"
GRMZM2G129804	"PF01132,PF09285,PF08207"
GRMZM2G129815	PF05678
GRMZM2G129817	"PF00569,PF00249"
GRMZM2G129828	PF02779
GRMZM2G129843	PF14368
GRMZM2G129860	PF00067
GRMZM2G129872	PF00249
GRMZM2G129879	PF04570
GRMZM2G129889	"PF02518,PF00512,PF01590,PF00989,PF08446,PF00360"
GRMZM2G129907	PF01541
GRMZM2G129913	PF04406
GRMZM2G129935	PF00141
GRMZM2G129947	"PF14365,PF03080"
GRMZM2G129954	PF00072
GRMZM2G129957	"PF12937,PF03478"
GRMZM2G129973	PF00564
GRMZM2G129979	PF01125
GRMZM2G129987	PF00226
GRMZM2G130002	"PF17123,PF14624,PF00092"
GRMZM2G130018	PF00069
GRMZM2G130034	"PF07687,PF01546"
GRMZM2G130043	PF08323
GRMZM2G130046	PF01501
GRMZM2G130049	PF00999
GRMZM2G130052	"PF13774,PF00957"
GRMZM2G130053	"PF08246,PF00112"
GRMZM2G130062	"PF08502,PF00682"
GRMZM2G130064	"PF07244,PF01103"
GRMZM2G130079	PF00125
GRMZM2G130085	"PF13180,PF13365"
GRMZM2G130095	PF00013
GRMZM2G130109	PF00646
GRMZM2G130119	PF00201
GRMZM2G130121	"PF07728,PF00004,PF10431"
GRMZM2G130127	"PF12171,PF00226"
GRMZM2G130131	PF04844
GRMZM2G130149	PF00249
GRMZM2G130162	PF00155
GRMZM2G130167	"PF01485,PF05773"
GRMZM2G130173	PF01439
GRMZM2G130207	PF13656
GRMZM2G130213	PF00069
GRMZM2G130224	PF09588
GRMZM2G130226	PF03000
GRMZM2G130230	"PF00479,PF02781"
GRMZM2G130239	PF04827
GRMZM2G130256	PF00201
GRMZM2G130278	PF00810
GRMZM2G130287	PF01909
GRMZM2G130302	"PF11961,PF05003"
GRMZM2G130304	PF12146
GRMZM2G130305	PF12695
GRMZM2G130314	"PF01535,PF13041"
GRMZM2G130326	"PF02892,PF04937"
GRMZM2G130332	PF01678
GRMZM2G130333	"PF05184,PF03489,PF00026"
GRMZM2G130348	PF00646
GRMZM2G130351	PF04104
GRMZM2G130356	PF12695
GRMZM2G130358	PF01197
GRMZM2G130366	"PF13812,PF01535"
GRMZM2G130374	"PF10533,PF03106"
GRMZM2G130375	PF01301
GRMZM2G130382	PF00319
GRMZM2G130389	PF00069
GRMZM2G130398	"PF10584,PF00227"
GRMZM2G130401	PF12708
GRMZM2G130425	PF00400
GRMZM2G130432	PF05057
GRMZM2G130440	PF00171
GRMZM2G130442	"PF00046,PF01852"
GRMZM2G130449	PF01762
GRMZM2G130454	PF14368
GRMZM2G130459	PF00847
GRMZM2G130505	PF00651
GRMZM2G130528	PF00657
GRMZM2G130534	PF04765
GRMZM2G130544	PF00416
GRMZM2G130548	PF03134
GRMZM2G130555	PF03291
GRMZM2G130558	PF03151
GRMZM2G130580	PF08879
GRMZM2G130586	PF06972
GRMZM2G130605	PF00814
GRMZM2G130612	"PF01885,PF03398"
GRMZM2G130651	PF04278
GRMZM2G130659	PF02990
GRMZM2G130675	PF02519
GRMZM2G130678	PF00241
GRMZM2G130686	PF00704
GRMZM2G130699	"PF13812,PF01535"
GRMZM2G130724	"PF00041,PF07227"
GRMZM2G130728	PF02458
GRMZM2G130746	"PF00125,PF16211"
GRMZM2G130749	PF03062
GRMZM2G130755	PF00067
GRMZM2G130764	PF04678
GRMZM2G130773	PF02536
GRMZM2G130790	"PF00763,PF02882"
GRMZM2G130800	PF04577
GRMZM2G130813	PF01190
GRMZM2G130831	PF00999
GRMZM2G130854	PF03106
GRMZM2G130864	PF00759
GRMZM2G130871	PF01490
GRMZM2G130889	PF01532
GRMZM2G130904	PF00141
GRMZM2G130905	"PF04434,PF00564,PF10551,PF03108"
GRMZM2G130910	PF00856
GRMZM2G130927	PF14531
GRMZM2G130941	PF14541
GRMZM2G130943	PF00481
GRMZM2G130950	"PF04739,PF16561"
GRMZM2G130953	PF02309
GRMZM2G130956	PF00628
GRMZM2G130959	PF05018
GRMZM2G130987	"PF10559,PF00344"
GRMZM2G131020	PF02845
GRMZM2G131024	PF09775
GRMZM2G131026	PF01150
GRMZM2G131055	PF04577
GRMZM2G131070	PF00787
GRMZM2G131087	PF00581
GRMZM2G131118	PF00571
GRMZM2G131120	PF06058
GRMZM2G131152	"PF13839,PF14416"
GRMZM2G131154	PF02902
GRMZM2G131165	PF02458
GRMZM2G131167	PF00076
GRMZM2G131176	"PF00168,PF08372"
GRMZM2G131177	"PF05922,PF02225,PF00082"
GRMZM2G131202	PF00085
GRMZM2G131205	PF01370
GRMZM2G131221	PF13839
GRMZM2G131243	PF01370
GRMZM2G131245	PF01485
GRMZM2G131249	"PF01106,PF08712"
GRMZM2G131254	PF00025
GRMZM2G131262	PF07983
GRMZM2G131266	PF00847
GRMZM2G131275	PF03759
GRMZM2G131280	PF04640
GRMZM2G131281	PF00847
GRMZM2G131286	PF03618
GRMZM2G131309	"PF00690,PF00702,PF00122"
GRMZM2G131315	PF00450
GRMZM2G131321	PF06703
GRMZM2G131324	PF03029
GRMZM2G131329	"PF01762,PF00337"
GRMZM2G131332	"PF14432,PF01535,PF13041"
GRMZM2G131334	PF06293
GRMZM2G131351	PF01151
GRMZM2G131378	PF01553
GRMZM2G131409	PF04398
GRMZM2G131421	PF03386
GRMZM2G131431	PF05493
GRMZM2G131434	PF02297
GRMZM2G131440	PF06964
GRMZM2G131442	PF00249
GRMZM2G131443	PF08514
GRMZM2G131467	PF00076
GRMZM2G131473	PF00557
GRMZM2G131476	"PF02183,PF00046"
GRMZM2G131482	PF01805
GRMZM2G131487	PF01133
GRMZM2G131489	PF00504
GRMZM2G131508	PF00067
GRMZM2G131516	PF03514
GRMZM2G131525	"PF05739,PF00141,PF00804"
GRMZM2G131529	"PF08541,PF08545"
GRMZM2G131536	PF05699
GRMZM2G131539	"PF03952,PF00113"
GRMZM2G131554	PF07765
GRMZM2G131559	PF00069
GRMZM2G131575	PF00213
GRMZM2G131577	PF01849
GRMZM2G131591	PF13920
GRMZM2G131597	PF05282
GRMZM2G131609	"PF08263,PF00560,PF00069,PF13855"
GRMZM2G131611	PF12906
GRMZM2G131618	PF00583
GRMZM2G131629	PF07714
GRMZM2G131638	PF08553
GRMZM2G131650	PF14365
GRMZM2G131667	PF01871
GRMZM2G131683	"PF00462,PF00610,PF04784"
GRMZM2G131699	PF10250
GRMZM2G131708	PF08241
GRMZM2G131723	PF12906
GRMZM2G131735	PF04782
GRMZM2G131749	"PF08263,PF00560,PF13855"
GRMZM2G131756	PF15628
GRMZM2G131769	"PF00085,PF00462"
GRMZM2G131784	PF03647
GRMZM2G131785	PF00005
GRMZM2G131793	PF03715
GRMZM2G131812	"PF13232,PF12796"
GRMZM2G131817	"PF13812,PF01535,PF13041"
GRMZM2G131820	PF13041
GRMZM2G131822	PF13639
GRMZM2G131828	PF08328
GRMZM2G131836	PF01073
GRMZM2G131853	PF07714
GRMZM2G131888	PF04601
GRMZM2G131897	PF02701
GRMZM2G131907	PF00156
GRMZM2G131912	PF00544
GRMZM2G131928	PF00201
GRMZM2G131934	PF02990
GRMZM2G131937	PF00249
GRMZM2G131939	PF00025
GRMZM2G131943	PF00076
GRMZM2G131954	PF04734
GRMZM2G131957	PF00076
GRMZM2G131961	"PF00170,PF14144"
GRMZM2G131969	PF03097
GRMZM2G131982	PF00643
GRMZM2G131988	PF05212
GRMZM2G131994	PF03034
GRMZM2G131998	PF00400
GRMZM2G132000	PF00240
GRMZM2G132019	PF00036
GRMZM2G132021	PF01195
GRMZM2G132032	"PF02225,PF05922,PF00082"
GRMZM2G132036	PF01263
GRMZM2G132043	PF14681
GRMZM2G132057	PF13912
GRMZM2G132060	"PF04046,PF04037"
GRMZM2G132061	PF02889
GRMZM2G132069	PF00365
GRMZM2G132084	PF03798
GRMZM2G132090	"PF04030,PF01565"
GRMZM2G132093	"PF00043,PF02798"
GRMZM2G132101	PF09791
GRMZM2G132116	PF00069
GRMZM2G132121	PF01667
GRMZM2G132140	"PF13812,PF01535,PF13041"
GRMZM2G132154	PF00450
GRMZM2G132169	"PF07731,PF00394,PF07732"
GRMZM2G132184	PF07714
GRMZM2G132185	PF00847
GRMZM2G132212	"PF08263,PF07714,PF13855"
GRMZM2G132218	PF00153
GRMZM2G132223	PF00847
GRMZM2G132227	PF00400
GRMZM2G132238	PF00656
GRMZM2G132251	PF14215
GRMZM2G132273	PF03018
GRMZM2G132286	PF00076
GRMZM2G132331	PF00657
GRMZM2G132340	PF03828
GRMZM2G132358	PF04199
GRMZM2G132363	PF00850
GRMZM2G132367	"PF02183,PF00046"
GRMZM2G132371	PF00225
GRMZM2G132373	"PF00118,PF01504"
GRMZM2G132388	PF14379
GRMZM2G132403	"PF01582,PF00931"
GRMZM2G132442	PF00191
GRMZM2G132450	PF00067
GRMZM2G132461	PF00191
GRMZM2G132464	"PF09370,PF06792"
GRMZM2G132465	PF00076
GRMZM2G132478	PF00067
GRMZM2G132486	PF02181
GRMZM2G132489	PF00743
GRMZM2G132504	PF12830
GRMZM2G132506	PF03912
GRMZM2G132509	"PF14543,PF14541"
GRMZM2G132519	PF04939
GRMZM2G132522	"PF07883,PF03017"
GRMZM2G132531	PF13639
GRMZM2G132547	"PF00117,PF06418"
GRMZM2G132550	PF00010
GRMZM2G132559	PF03000
GRMZM2G132568	PF01027
GRMZM2G132577	PF12023
GRMZM2G132591	PF00069
GRMZM2G132595	PF14291
GRMZM2G132607	PF00294
GRMZM2G132623	PF01198
GRMZM2G132628	PF04765
GRMZM2G132632	PF13639
GRMZM2G132633	PF03153
GRMZM2G132644	PF00400
GRMZM2G132667	PF03195
GRMZM2G132671	PF08606
GRMZM2G132678	PF02458
GRMZM2G132682	PF00240
GRMZM2G132686	PF00225
GRMZM2G132690	PF00403
GRMZM2G132693	PF03195
GRMZM2G132704	PF01843
GRMZM2G132706	PF00201
GRMZM2G132712	"PF00122,PF00702,PF00689"
GRMZM2G132748	PF10183
GRMZM2G132751	PF13639
GRMZM2G132756	PF13912
GRMZM2G132759	PF05773
GRMZM2G132763	"PF00560,PF00069,PF13855"
GRMZM2G132774	PF00134
GRMZM2G132777	PF00696
GRMZM2G132780	PF04959
GRMZM2G132783	PF05699
GRMZM2G132794	PF03514
GRMZM2G132796	"PF09532,PF12701"
GRMZM2G132804	PF01399
GRMZM2G132810	PF02181
GRMZM2G132811	PF00160
GRMZM2G132847	PF00383
GRMZM2G132854	PF02338
GRMZM2G132857	"PF00076,PF01480"
GRMZM2G132866	"PF13334,PF01762"
GRMZM2G132868	PF00170
GRMZM2G132875	PF00248
GRMZM2G132880	PF01161
GRMZM2G132898	PF01467
GRMZM2G132903	"PF16113,PF00725,PF02737"
GRMZM2G132913	"PF00646,PF08387"
GRMZM2G132929	PF01248
GRMZM2G132936	"PF00076,PF00630"
GRMZM2G132956	PF13041
GRMZM2G132958	PF03398
GRMZM2G132968	PF00297
GRMZM2G132971	PF00447
GRMZM2G132991	PF08700
GRMZM2G132995	PF01554
GRMZM2G133006	PF01554
GRMZM2G133012	PF11891
GRMZM2G133016	PF08238
GRMZM2G133021	PF00646
GRMZM2G133023	PF12481
GRMZM2G133029	"PF14541,PF14543"
GRMZM2G133039	PF01134
GRMZM2G133050	PF11788
GRMZM2G133053	PF02469
GRMZM2G133057	PF00789
GRMZM2G133073	PF02458
GRMZM2G133082	PF00293
GRMZM2G133095	PF14009
GRMZM2G133121	"PF13535,PF00731"
GRMZM2G133146	PF04043
GRMZM2G133169	PF03514
GRMZM2G133173	PF05817
GRMZM2G133175	PF12734
GRMZM2G133213	"PF00175,PF00970"
GRMZM2G133226	PF03151
GRMZM2G133249	"PF16187,PF05193,PF00675"
GRMZM2G133262	"PF00072,PF00249"
GRMZM2G133275	PF12681
GRMZM2G133282	PF00514
GRMZM2G133308	"PF00076,PF01805"
GRMZM2G133311	PF04844
GRMZM2G133314	PF00400
GRMZM2G133322	PF03083
GRMZM2G133331	"PF00170,PF14144"
GRMZM2G133353	PF00940
GRMZM2G133358	PF08241
GRMZM2G133359	PF00291
GRMZM2G133370	PF06639
GRMZM2G133382	PF06639
GRMZM2G133392	PF07859
GRMZM2G133394	PF00026
GRMZM2G133396	"PF13637,PF13920"
GRMZM2G133398	PF02362
GRMZM2G133400	PF03350
GRMZM2G133407	PF12697
GRMZM2G133413	PF00134
GRMZM2G133421	PF04506
GRMZM2G133428	"PF08238,PF01753"
GRMZM2G133434	PF00141
GRMZM2G133444	PF04842
GRMZM2G133464	PF00149
GRMZM2G133475	PF00141
GRMZM2G133481	PF00561
GRMZM2G133512	"PF04561,PF04567,PF04565,PF04566,PF04560,PF04563,PF00562"
GRMZM2G133555	PF06203
GRMZM2G133566	PF07714
GRMZM2G133568	PF01486
GRMZM2G133588	PF13499
GRMZM2G133595	PF00067
GRMZM2G133613	"PF13334,PF01762"
GRMZM2G133620	PF16845
GRMZM2G133621	"PF00571,PF00564"
GRMZM2G133624	"PF13181,PF13414,PF00254"
GRMZM2G133631	PF10604
GRMZM2G133633	PF09258
GRMZM2G133637	PF02788
GRMZM2G133646	PF03110
GRMZM2G133684	PF04982
GRMZM2G133695	PF07714
GRMZM2G133698	PF00118
GRMZM2G133716	PF13638
GRMZM2G133718	PF00450
GRMZM2G133720	PF00067
GRMZM2G133721	PF00113
GRMZM2G133738	PF03242
GRMZM2G133743	PF08698
GRMZM2G133749	PF00400
GRMZM2G133752	PF14228
GRMZM2G133756	PF09335
GRMZM2G133757	PF10155
GRMZM2G133764	"PF00271,PF00270"
GRMZM2G133781	PF00704
GRMZM2G133793	PF01151
GRMZM2G133802	"PF03953,PF00091"
GRMZM2G133806	PF03195
GRMZM2G133819	PF09329
GRMZM2G133828	PF04100
GRMZM2G133836	PF00135
GRMZM2G133838	PF04135
GRMZM2G133844	PF11910
GRMZM2G133854	PF14531
GRMZM2G133884	PF07741
GRMZM2G133885	PF02666
GRMZM2G133919	PF01432
GRMZM2G133926	PF00076
GRMZM2G133931	PF05024
GRMZM2G133937	"PF00397,PF02383"
GRMZM2G133943	"PF13091,PF00614,PF00168,PF12357"
GRMZM2G133952	"PF13589,PF01119,PF16413"
GRMZM2G133959	PF12695
GRMZM2G133966	PF00982
GRMZM2G133972	PF00046
GRMZM2G133978	PF05498
GRMZM2G133986	PF04139
GRMZM2G133988	PF00330
GRMZM2G133996	PF03492
GRMZM2G134020	PF04588
GRMZM2G134023	PF13639
GRMZM2G134027	PF00514
GRMZM2G134040	"PF16900,PF08646"
GRMZM2G134045	PF01412
GRMZM2G134054	"PF14008,PF16656,PF00149"
GRMZM2G134062	"PF03105,PF07690"
GRMZM2G134066	PF06203
GRMZM2G134067	PF11267
GRMZM2G134073	PF02365
GRMZM2G134107	PF01776
GRMZM2G134109	PF01249
GRMZM2G134130	PF06298
GRMZM2G134134	"PF13534,PF13085"
GRMZM2G134149	PF01156
GRMZM2G134156	PF10250
GRMZM2G134162	PF07714
GRMZM2G134176	"PF00627,PF00179"
GRMZM2G134178	PF00657
GRMZM2G134182	PF12680
GRMZM2G134192	PF00083
GRMZM2G134194	PF13499
GRMZM2G134205	"PF13947,PF00069"
GRMZM2G134214	PF16135
GRMZM2G134219	PF05922
GRMZM2G134227	PF07228
GRMZM2G134234	PF07800
GRMZM2G134248	"PF03004,PF00155"
GRMZM2G134251	"PF14845,PF00728"
GRMZM2G134256	PF00923
GRMZM2G134260	"PF02183,PF00046"
GRMZM2G134264	PF07468
GRMZM2G134270	PF01494
GRMZM2G134279	PF00249
GRMZM2G134284	"PF12295,PF11935"
GRMZM2G134295	PF05916
GRMZM2G134308	PF03016
GRMZM2G134313	PF00415
GRMZM2G134325	PF00420
GRMZM2G134329	PF10225
GRMZM2G134332	"PF07714,PF00069"
GRMZM2G134334	"PF01754,PF01428"
GRMZM2G134341	"PF14416,PF13839"
GRMZM2G134351	PF14541
GRMZM2G134382	PF07714
GRMZM2G134385	PF08146
GRMZM2G134389	PF13350
GRMZM2G134393	PF00753
GRMZM2G134396	PF00962
GRMZM2G134398	PF01029
GRMZM2G134402	PF04062
GRMZM2G134411	PF13839
GRMZM2G134415	"PF00467,PF13236,PF00900,PF01704"
GRMZM2G134424	"PF01753,PF04194"
GRMZM2G134426	"PF13508,PF00696"
GRMZM2G134430	PF05255
GRMZM2G134432	"PF08276,PF00954,PF01453,PF00069"
GRMZM2G134439	"PF07521,PF13837"
GRMZM2G134450	PF01699
GRMZM2G134454	"PF05699,PF14291"
GRMZM2G134468	PF03017
GRMZM2G134476	PF00226
GRMZM2G134480	"PF16191,PF09358,PF16190,PF10585,PF00899"
GRMZM2G134484	PF07911
GRMZM2G134496	PF00083
GRMZM2G134497	PF01105
GRMZM2G134502	PF00191
GRMZM2G134517	PF02309
GRMZM2G134528	PF02469
GRMZM2G134529	PF03104
GRMZM2G134539	"PF00789,PF08059"
GRMZM2G134545	PF02701
GRMZM2G134550	PF12937
GRMZM2G134552	PF08879
GRMZM2G134559	PF13532
GRMZM2G134563	"PF00515,PF13414"
GRMZM2G134582	"PF14497,PF02798,PF00647"
GRMZM2G134597	PF00067
GRMZM2G134613	PF04110
GRMZM2G134625	PF01189
GRMZM2G134628	PF00481
GRMZM2G134634	"PF01565,PF09265"
GRMZM2G134668	PF00262
GRMZM2G134671	PF06203
GRMZM2G134681	PF09265
GRMZM2G134687	PF02365
GRMZM2G134694	"PF09169,PF00634"
GRMZM2G134703	PF00067
GRMZM2G134708	PF00070
GRMZM2G134716	PF00917
GRMZM2G134721	"PF00702,PF00122"
GRMZM2G134731	PF10604
GRMZM2G134735	PF00010
GRMZM2G134738	PF01215
GRMZM2G134747	PF02560
GRMZM2G134749	PF05496
GRMZM2G134752	PF00412
GRMZM2G134753	PF10075
GRMZM2G134756	PF00579
GRMZM2G134761	PF07800
GRMZM2G134770	PF00641
GRMZM2G134788	PF14381
GRMZM2G134791	PF00118
GRMZM2G134797	PF00334
GRMZM2G134806	PF13414
GRMZM2G134844	PF04981
GRMZM2G134846	PF05097
GRMZM2G134862	PF01997
GRMZM2G134866	PF04504
GRMZM2G134888	PF03222
GRMZM2G134889	"PF13848,PF00085"
GRMZM2G134903	PF00929
GRMZM2G134917	"PF00684,PF00226,PF01556"
GRMZM2G134930	PF00892
GRMZM2G134947	PF00141
GRMZM2G134957	PF00462
GRMZM2G134976	PF04576
GRMZM2G134980	"PF00684,PF00226,PF01556"
GRMZM2G134982	"PF14492,PF03144,PF00679,PF00009"
GRMZM2G135002	PF00646
GRMZM2G135011	PF13639
GRMZM2G135013	"PF08276,PF00954,PF01453,PF00069"
GRMZM2G135018	"PF01486,PF00319"
GRMZM2G135027	"PF16076,PF01553"
GRMZM2G135029	PF01494
GRMZM2G135038	"PF02893,PF16016"
GRMZM2G135044	PF00892
GRMZM2G135045	"PF05195,PF00557"
GRMZM2G135050	"PF00298,PF07807"
GRMZM2G135052	PF00249
GRMZM2G135054	PF03997
GRMZM2G135056	PF06813
GRMZM2G135068	PF01201
GRMZM2G135073	PF14531
GRMZM2G135085	PF00368
GRMZM2G135087	PF03478
GRMZM2G135089	"PF00085,PF13414"
GRMZM2G135091	PF07714
GRMZM2G135095	PF01084
GRMZM2G135108	PF00141
GRMZM2G135132	PF00294
GRMZM2G135165	PF06749
GRMZM2G135175	PF01554
GRMZM2G135186	PF00153
GRMZM2G135195	PF01501
GRMZM2G135199	"PF00005,PF01061"
GRMZM2G135218	PF14700
GRMZM2G135236	"PF00122,PF12710,PF16209,PF16212"
GRMZM2G135238	PF00651
GRMZM2G135244	PF01476
GRMZM2G135256	PF07819
GRMZM2G135277	"PF08659,PF00106"
GRMZM2G135283	PF00464
GRMZM2G135286	PF13632
GRMZM2G135291	PF03169
GRMZM2G135300	"PF00400,PF04494"
GRMZM2G135322	PF07910
GRMZM2G135332	PF04852
GRMZM2G135337	"PF16191,PF09358,PF16190,PF10585,PF00899"
GRMZM2G135341	PF00171
GRMZM2G135354	PF01920
GRMZM2G135359	PF07714
GRMZM2G135362	"PF00635,PF13857,PF12796"
GRMZM2G135366	PF00855
GRMZM2G135367	PF00462
GRMZM2G135378	"PF08276,PF00954,PF01453,PF00069"
GRMZM2G135381	PF00320
GRMZM2G135385	PF00173
GRMZM2G135387	PF00067
GRMZM2G135410	"PF00249,PF16495,PF04433"
GRMZM2G135430	"PF01535,PF13041"
GRMZM2G135444	PF00481
GRMZM2G135446	PF06203
GRMZM2G135447	"PF03789,PF05920,PF03790,PF03791"
GRMZM2G135452	PF00847
GRMZM2G135456	"PF13181,PF07719,PF13414"
GRMZM2G135461	"PF00226,PF03634"
GRMZM2G135470	PF00171
GRMZM2G135476	PF03151
GRMZM2G135491	PF16413
GRMZM2G135498	"PF02801,PF00109"
GRMZM2G135501	PF07911
GRMZM2G135513	PF13639
GRMZM2G135526	"PF13602,PF08240"
GRMZM2G135536	PF00067
GRMZM2G135568	"PF03127,PF00790"
GRMZM2G135570	PF00160
GRMZM2G135586	PF13419
GRMZM2G135588	PF00285
GRMZM2G135599	PF03878
GRMZM2G135608	PF00012
GRMZM2G135617	PF01842
GRMZM2G135629	PF04564
GRMZM2G135633	PF03069
GRMZM2G135651	"PF00027,PF00520"
GRMZM2G135654	PF01248
GRMZM2G135655	"PF00226,PF11926"
GRMZM2G135674	PF02386
GRMZM2G135688	"PF04925,PF04438"
GRMZM2G135691	PF01920
GRMZM2G135695	"PF07889,PF00202"
GRMZM2G135703	PF02701
GRMZM2G135706	"PF04752,PF00514"
GRMZM2G135713	PF04564
GRMZM2G135722	PF00201
GRMZM2G135727	PF00297
GRMZM2G135739	PF07690
GRMZM2G135743	PF01501
GRMZM2G135746	PF07168
GRMZM2G135756	PF03248
GRMZM2G135763	PF12708
GRMZM2G135770	PF00415
GRMZM2G135782	PF04900
GRMZM2G135783	PF05142
GRMZM2G135795	PF04398
GRMZM2G135808	PF13855
GRMZM2G135816	"PF13353,PF04055,PF06463"
GRMZM2G135817	PF03081
GRMZM2G135834	PF08766
GRMZM2G135839	PF00149
GRMZM2G135849	PF00583
GRMZM2G135862	"PF08263,PF13855"
GRMZM2G135866	PF13920
GRMZM2G135877	PF01554
GRMZM2G135893	PF00578
GRMZM2G135904	PF07714
GRMZM2G135909	PF13639
GRMZM2G135913	PF00892
GRMZM2G135935	"PF00043,PF13417"
GRMZM2G135940	PF01535
GRMZM2G135960	PF00011
GRMZM2G135966	PF01532
GRMZM2G135970	"PF07687,PF01546"
GRMZM2G135978	PF00646
GRMZM2G135990	PF11250
GRMZM2G136014	PF00400
GRMZM2G136016	PF00153
GRMZM2G136025	PF07714
GRMZM2G136032	PF00230
GRMZM2G136039	PF00069
GRMZM2G136042	PF00141
GRMZM2G136058	PF01105
GRMZM2G136067	PF00850
GRMZM2G136069	PF00620
GRMZM2G136072	"PF00389,PF02826"
GRMZM2G136081	PF04720
GRMZM2G136085	PF09751
GRMZM2G136106	"PF04043,PF01095"
GRMZM2G136113	PF10250
GRMZM2G136121	PF00454
GRMZM2G136123	PF02309
GRMZM2G136139	PF12899
GRMZM2G136143	"PF16752,PF07986"
GRMZM2G136158	PF00141
GRMZM2G136161	PF00069
GRMZM2G136170	"PF11721,PF07714"
GRMZM2G136178	PF01926
GRMZM2G136185	PF13409
GRMZM2G136219	"PF12836,PF00225"
GRMZM2G136236	PF02115
GRMZM2G136250	PF07847
GRMZM2G136262	PF00550
GRMZM2G136266	PF00170
GRMZM2G136283	"PF07722,PF00958"
GRMZM2G136288	PF01490
GRMZM2G136293	PF01485
GRMZM2G136296	"PF00567,PF00565"
GRMZM2G136300	PF01490
GRMZM2G136306	PF06916
GRMZM2G136313	"PF04564,PF00514"
GRMZM2G136344	PF00498
GRMZM2G136347	PF07847
GRMZM2G136353	"PF08263,PF00560,PF00069"
GRMZM2G136364	PF14368
GRMZM2G136366	PF01189
GRMZM2G136367	PF14368
GRMZM2G136369	PF00046
GRMZM2G136372	PF00314
GRMZM2G136386	"PF14543,PF14541"
GRMZM2G136389	PF00583
GRMZM2G136400	"PF03822,PF00069"
GRMZM2G136410	"PF14531,PF03822"
GRMZM2G136422	PF17123
GRMZM2G136439	PF16363
GRMZM2G136443	"PF01753,PF13423"
GRMZM2G136453	"PF16656,PF14008,PF00149"
GRMZM2G136455	PF00025
GRMZM2G136465	PF00368
GRMZM2G136486	PF00168
GRMZM2G136495	PF00450
GRMZM2G136508	PF00324
GRMZM2G136513	PF00931
GRMZM2G136522	"PF00085,PF00070"
GRMZM2G136523	PF06813
GRMZM2G136525	PF00141
GRMZM2G136534	PF00141
GRMZM2G136544	PF01813
GRMZM2G136559	PF01632
GRMZM2G136563	PF03643
GRMZM2G136567	PF00892
GRMZM2G136571	PF00561
GRMZM2G136580	PF04577
GRMZM2G136599	PF13659
GRMZM2G136616	PF00069
GRMZM2G136624	PF15862
GRMZM2G136649	PF00036
GRMZM2G136662	PF00022
GRMZM2G136665	"PF12169,PF00004"
GRMZM2G136710	PF06136
GRMZM2G136712	"PF00696,PF01842,PF03447,PF00742"
GRMZM2G136734	PF05184
GRMZM2G136752	PF03478
GRMZM2G136765	PF00481
GRMZM2G136769	"PF00627,PF00240"
GRMZM2G136794	PF03222
GRMZM2G136800	PF13704
GRMZM2G136803	PF02446
GRMZM2G136815	PF15277
GRMZM2G136831	PF14215
GRMZM2G136838	"PF11995,PF00225"
GRMZM2G136854	PF02096
GRMZM2G136857	PF03492
GRMZM2G136859	PF00403
GRMZM2G136868	PF12894
GRMZM2G136872	PF00860
GRMZM2G136879	PF02298
GRMZM2G136884	PF00026
GRMZM2G136887	PF00249
GRMZM2G136889	PF02686
GRMZM2G136895	"PF14310,PF00933,PF01915"
GRMZM2G136901	PF04535
GRMZM2G136910	PF02496
GRMZM2G136918	PF01182
GRMZM2G136934	PF01633
GRMZM2G136960	PF00504
GRMZM2G136975	PF04884
GRMZM2G136977	PF08137
GRMZM2G136996	PF13857
GRMZM2G137009	PF04484
GRMZM2G137029	PF14299
GRMZM2G137037	PF05553
GRMZM2G137046	PF00170
GRMZM2G137064	"PF13812,PF01535"
GRMZM2G137077	PF00295
